algorithm,timestamp,python_version,numpy_version,scikit_learn_version,seed,grid_size,k_predict,dataset,s_norm,real_error,baseline_mean,baseline_std,baseline_median,baseline_ci_lower,baseline_ci_upper,ratio,gated,runtime_ms
TRACEBIND-W11-C1,2026-07-16T14:33:20.460328,3.14.4,2.5.1,1.9.0,101,20,15,6_white_noise,2.1921711309818814,1.108092937722228,1.0082759909409935,0.05666175054208987,1.0136598849606546,0.8931874438442102,1.110640836997863,1.0989976431830717,0,263.01539999985835
TRACEBIND-W11-C1,2026-07-16T14:33:20.460328,3.14.4,2.5.1,1.9.0,101,20,20,1_ideal_coherent,0.8715446568789308,0.4377980558012792,0.5192105575306109,0.027053415484927283,0.5197308005761978,0.47370508147335877,0.5652606637670926,0.8431994485695105,0,234.32219999813242
TRACEBIND-W11-C1,2026-07-16T14:33:20.460328,3.14.4,2.5.1,1.9.0,101,20,20,2_phase_noise_0.8,2.2397184813517623,1.271509606252252,1.1708044697663054,0.06747421784048396,1.1719279961140021,1.0493506431678254,1.3008121533531778,1.0860136248933585,0,196.12929999857442
TRACEBIND-W11-C1,2026-07-16T14:33:20.460328,3.14.4,2.5.1,1.9.0,101,20,20,3_thermal_source,2.419358976784167,1.3710171351744929,1.2291174972289765,0.06917886114020308,1.2273044987384856,1.1032642448399712,1.3634882885545465,1.1154483914397335,0,212.42630000051577
TRACEBIND-W11-C1,2026-07-16T14:33:20.460328,3.14.4,2.5.1,1.9.0,101,20,20,4_pure_gaussian,0.1052717434557998,,,,,,,,1,0.3682000024127774
TRACEBIND-W11-C1,2026-07-16T14:33:20.460328,3.14.4,2.5.1,1.9.0,101,20,20,5_pink_noise,0.931997331611049,0.29012081482368846,0.26853558774241915,0.016587719562605394,0.2704053451165668,0.23603050586263294,0.29809687697605236,1.0803812532362524,0,208.8517000011052
TRACEBIND-W11-C1,2026-07-16T14:33:20.460328,3.14.4,2.5.1,1.9.0,101,20,20,6_white_noise,2.1921711309818814,1.0815782810544858,1.0138444699498004,0.052874054700756457,1.0128866990136762,0.9071897757060805,1.1305950011531072,1.0668088776062854,0,199.27699999971082
TRACEBIND-W11-C1,2026-07-16T14:33:20.460328,3.14.4,2.5.1,1.9.0,102,20,10,1_ideal_coherent,0.8715446568789308,0.3264961423712438,0.5195737918290724,0.031114846853956955,0.5223182629830474,0.46018236251388406,0.5887137438411536,0.6283922466948706,0,271.9335999972827
TRACEBIND-W11-C1,2026-07-16T14:33:20.460328,3.14.4,2.5.1,1.9.0,102,20,10,2_phase_noise_0.8,2.506327873136354,1.4372538877329413,1.2930158534078857,0.0658022309694762,1.2974915829486324,1.165286011242646,1.406096524437193,1.1115516363893763,0,237.58810000072117
TRACEBIND-W11-C1,2026-07-16T14:33:20.460328,3.14.4,2.5.1,1.9.0,102,20,10,3_thermal_source,2.5417082577912593,1.4829641324874345,1.260293779815832,0.06441436363191297,1.2548608043103666,1.1495968773701155,1.3821278975667304,1.176681307356878,0,187.03379999715253
TRACEBIND-W11-C1,2026-07-16T14:33:20.460328,3.14.4,2.5.1,1.9.0,102,20,10,4_pure_gaussian,0.1052717434557998,,,,,,,,1,0.21349999951780774
TRACEBIND-W11-C1,2026-07-16T14:33:20.460328,3.14.4,2.5.1,1.9.0,102,20,10,5_pink_noise,0.7765605032320532,0.32908861914081833,0.30625672938044846,0.0189582800176877,0.30781151389124917,0.26664249484629254,0.33808161899051614,1.074551471265818,0,188.51699999868288
TRACEBIND-W11-C1,2026-07-16T14:33:20.460328,3.14.4,2.5.1,1.9.0,102,20,10,6_white_noise,2.2655622337591086,1.2137000270510936,1.0641224015123785,0.06462965442843652,1.0601130356545572,0.9363707620155257,1.180507457449672,1.1405643047511533,0,178.42640000162646
